Taxa,meanLPBL,LPBL_BLUP,meanUPBLog,UPBL_BLUP,meanRL,RL_BLUP,meanRD,RD_BLUP,family_ID
P898012,56.5000000033333,-19.0622344347977,3.91263922557762,0.0892781520761626,198.5,-63.4133511053357,9.55555555433333,1.35312600751942,P898012
PR1314_1001,99.5,11.2856536596032,3.66483767739335,-0.130187228934838,325.111111133333,45.3573942463529,8.44444444466667,0.123711459142334,P898012
PR1314_1002,73.666666666,-10.2712390788582,3.65708383033672,-0.160875756598505,238.750000025,-32.8787318183761,7.83333333325,-0.7728245587317,P898012
PR1314_1003,52.5,-18.223511156807,3.87211645320712,0.0871124996712012,206,-53.8265232033484,7.6666666665,-0.0251764265995394,P898012
PR1314_1004,57.916666665,-16.2412110078681,3.50430281968174,-0.197612461614631,248.83333335,-21.4060439857193,7.9166666665,0.177472836667325,P898012
PR1314_1005,79.75,-5.06038428400364,3.87270609024543,0.0187485573241096,257.91666665,-17.9847881360588,8.4166666665,-0.0391551939209795,P898012
PR1314_1006,50.5,-23.4568066017283,3.78903010861518,0.035884467049965,193.8888889,-67.2948196056053,8,0.109652328493968,P898012
PR1314_1007,49.4166666675,-28.8700862671567,3.64918063544408,-0.151758420824124,215.083333325,-55.5254247036106,11.0555555556667,2.03216422150334,P898012
PR1314_1008,62.25,-16.1481699289047,3.44078223812626,-0.290073796555705,213.958333325,-52.1552961637426,7.00000000025,-0.820788795479193,P898012
PR1314_1009,69.166666674,-13.9622070437538,4.21452790449831,0.285523450359959,229.8,-42.4593930625938,9.8,1.21006059921404,P898012
PR1314_1010,101.833333328,12.8314863682876,3.23848764577472,-0.496086073625125,266.79999998,-9.20959288094883,8.2666666662,-0.122594221231906,P898012
PR1314_1011,78.76666666,-6.08814204946119,3.72862134092212,-0.103588775763455,254.23333332,-20.5025430328461,9.5333333328,0.97829454309132,P898012
PR1314_1012,88.233333334,1.67656094836021,3.87368140009861,0.0125747971924922,243.4,-30.2378448811127,9.1333333328,0.630645459602529,P898012
PR1314_1013,115.7083333325,23.1645783692236,3.93351088490686,0.0651309337915128,331.7,49.1123539736508,8.633333334,0.196084106284489,P898012
PR1314_1014,79.16666667,-1.54419019270567,3.32022831924897,-0.18014948926574,292,7.55463060109794,7.666666667,0.36200591456018,P898012
PR1314_1015,87.5833333425,1.08827502670226,4.02125230287761,0.132060778761207,271.53333332,-4.95601483140321,8.8666666668,0.398879404522754,P898012
PR1314_1016,73.9166666675,-6.99059224217086,3.71438574227651,-0.0813668877837846,272.5,-0.847324962205603,8,0.0207977704929006,P898012
PR1314_1017,59.083333335,-18.6337981566752,3.58883292961788,-0.177139562548992,234.16666665,-34.4440036235707,9.08333333325,0.932516550453799,P898012
